iso639_3,name,alt_names,iso639_1,iso639_2b,iso639_2t,scope,type,glottocode,family,family_glottocode,is_isolate,countries,latitude,longitude
lmx,Laimbue,Cameroon,,,,individual,living,laim1240,Atlantic-Congo,atla1278,false,CM,6.28158,10.1427
lap,Laka (Chad),Kabba Laka;Laka,,,,individual,living,laka1254,Central Sudanic,cent2225,false,CF;TD,7.78997,16.0193
dic,Lakota Dida,"Brabori;Dida;Dida, Lakota;Dieko;Gabo;Guébie;Satro;Vata;Ziki",,,,individual,living,lako1244,Kru,krua1234,false,CI,5.86012,-5.40633
leb,Lala-Bisa,Biza-Lala,,,,individual,living,lala1264,Atlantic-Congo,atla1278,false,CD;ZM,-12.945,30.2297
lla,Lala-Roba,Gworam;Roba,,,,individual,living,lala1261,Atlantic-Congo,atla1278,false,NG,9.89429,12.169
lal,Lalia,Democratic Republic of the Congo,,,,individual,living,lali1242,Atlantic-Congo,atla1278,false,CD,-1.11711,23.3634
las,Lama (Togo),Lama;Lamba;Losso,,,,individual,living,lama1275,Atlantic-Congo,atla1278,false,BJ;GH;TG,8.66954,0.833293
hia,Lamang,Gbuhwe;Hitkala;Laamang;Mandara Group B;Waha,,,,individual,living,lama1288,Afro-Asiatic,afro1255,false,NG,11.0243,13.7362
lam,Lamba,Chilamba;Ichilamba;Lamba (in Zambia),,lam,lam,individual,living,lamb1271,Atlantic-Congo,atla1278,false,CD;ZM,-12.3366,27.9026
lai,Lambya,Ichilambya;Ici-Rambia;Icilambya;Iramba;Lambia;Lambwa;Rambia,,,,individual,living,lamb1272,Atlantic-Congo,atla1278,false,MW;TZ;ZM,-9.49372,33.15852
bma,Lame,,,,,individual,living,lame1257,Atlantic-Congo,atla1278,false,NG,10.7229,8.78768
ldh,Lamja-Dengsa-Tola,Nigeria,,,,individual,living,lamj1245,Atlantic-Congo,atla1278,false,NG,8.63772,12.1644
lns,Lamnso',Bansaw;Banso;Banso';Lamnso;Lamnsok;Lamso;Nsaw;Nsho';Nso;Nso';Panso,,,,individual,living,lamn1239,Atlantic-Congo,atla1278,false,CM;NG,6.39743,11.0684
ldm,Landoma,Cocoli;Landouman;Landuma;Temne;Tiapi;Tyapi;Tyop;Tyopi,,,,individual,living,land1256,Atlantic-Congo,atla1278,false,GN,10.8753,-14.0895
lna,Langbashe,Langbase;Langbashi;Langbasi;Langbwasse;Langwasi,,,,individual,living,lang1318,Atlantic-Congo,atla1278,false,CD;CF,4.87523,20.109
lgo,Lango (South Sudan),,,,,individual,living,lang1343,Nilotic,nilo1247,false,SS,4.04948,33.0412
laj,Lango (Uganda),Langi;Lango;Leb-Lano;Lwo;Lwoo,,,,individual,living,lang1324,Nilotic,nilo1247,false,UG,2.13867,33.0553
lro,Laro,Aaleira;Laru;Ngwullaro;Yillaro,,,,individual,living,laro1243,Heibanic,heib1242,false,SD,11.3915,30.3824
lar,Larteh,Gua;Guang;Late;Lete,,,,individual,living,lart1238,Atlantic-Congo,atla1278,false,GH,5.9367,-0.07822
lan,Laru,Laranchi;Larawa;Laro;Shen,,,,individual,living,laru1238,Atlantic-Congo,atla1278,false,NG,10.5756,4.43514
ldk,Leelau,Lelau;Lelo;Munga;Munga Lelau;Munga-Gomu-Bambuka,,,,individual,living,leel1242,Atlantic-Congo,atla1278,false,NG,9.29145,11.1636
lfa,Lefa,Balom;Fak;Lefa',,,,individual,living,lefa1242,Atlantic-Congo,atla1278,false,CM,5.05845,11.114
lgm,Lega-Mwenga,Ileka Ishile;Ishile;Kilega;Kirega;Lega;Leka-Shile;Leka-Sile;Rega;Shile,,,,individual,living,lega1250,Atlantic-Congo,atla1278,false,CD,-3.39007,28.2621
lea,Lega-Shabunda,Igonzabale;Ileka-Igonzabale;Kilega;Kirega;Lega;Leka-Igonzabale;Rega,,,,individual,living,lega1249,Atlantic-Congo,atla1278,false,CD,-3.83196,27.1424
agb,Legbo,Agbo;Gbo;Igbo;Imaban;Itigidi,,,,individual,living,legb1242,Atlantic-Congo,atla1278,false,NG,6.02645,7.98385
cae,Lehar,Laalaa;Lala,,,,individual,living,leha1242,Atlantic-Congo,atla1278,false,SN,14.9387,-16.8816
lln,Lele (Chad),Chad;Lele,,,,individual,living,lele1276,Afro-Asiatic,afro1255,false,TD,9.158,15.81149
lel,Lele (Democratic Republic of Congo),Bashilele;Lele;Lemio;Usilele,,,,individual,living,lele1265,Atlantic-Congo,atla1278,false,CD,-4.94672,20.5674
llc,Lele (Guinea),Guinea;Lele,,,,individual,living,lele1266,Mande,mand1469,false,GN,8.98043,-10.371
lef,Lelemi,Buem;Lafana;Lefana;Lelemi (Bwem),,,,individual,living,lele1264,Atlantic-Congo,atla1278,false,GH;TG,7.34549,0.50746
ldj,Lemoro,Anemoro;Anowuru;Emoro;Limoro;Limorro,,,,individual,living,lemo1242,Atlantic-Congo,atla1278,false,NG,10.4366,8.70513
led,Lendu,Bale;Baledha;Balendru;Baletha;Batha;Bbadha;Bbaledha;Hema-Nord;Kihema-Nord;Kilendu;Lendu (North);N Lendu;N. Lendu;North Lendu,,,,individual,living,lend1245,Central Sudanic,cent2225,false,CD;UG,2.1898,30.6794
lej,Lengola,Kilengola;Lengora,,,,individual,living,leng1258,Atlantic-Congo,atla1278,false,CD,-1.95874,25.3343
leh,Lenje,Chilenje;Chinamukuni;Ciina;Lengi;Lenji;Mukuni,,,,individual,living,lenj1248,Atlantic-Congo,atla1278,false,ZM,-14.7192,28.2581
ldg,Lenyima,Anyima;Inyima,,,,individual,living,leny1238,Atlantic-Congo,atla1278,false,NG,6.00131,8.28951
gnh,Lere,Nigeria,,,,individual,living,lere1241,Atlantic-Congo,atla1278,false,NG,10.4789,8.93337
les,Lese,Balese;Lesa;Lesse;Lissi;Mbuti;Walese;Walisi,,,,individual,living,lese1243,Central Sudanic,cent2225,false,CD,1.3,29.3
leo,Leti (Cameroon),Cameroon;Leti,,,,individual,living,leti1245,Atlantic-Congo,atla1278,false,CM,4.57457,11.405
ayi,Leyigha,Asiga;Assiga;Ayiga;Ayigha;Yigha,,,,individual,living,leyi1238,Atlantic-Congo,atla1278,false,NG,5.98832,8.20861
xpe,Liberia Kpelle,"Gbese;Guerze;Kpel(l)e;Kpele;Kpelle;Kpelle, Liberia;Kpwessi;Liberia;Pessa;Pessy",,,,individual,living,libe1247,Mande,mand1469,false,GN;LR,6.92048,-9.96128
lir,Liberian English,"English, Liberian;Liberian Pidgin English",,,,individual,living,libe1240,Pidgin,pidg1258,false,LR,6.423,-10.5284
liq,Libido,Marako;Maraqo,,,,individual,living,libi1250,Afro-Asiatic,afro1255,false,ET,8.09761,38.4997
liz,Libinza,Libinja,,,,individual,living,libi1244,Atlantic-Congo,atla1278,false,CD,1.97729,18.8886
ayl,Libyan Arabic,"Arabic;Arabic (Cyrenaican Libyan);Arabic (East Libyan);Arabic (Eastern Libyan);Arabic (Western);Arabic, Libyan;Arabic, Libyan Spoken;Bedawi;Libyan Spoken Arabic;Libyan Vernacular Arabic;Maghrebi Arabic;Maghrebine;Sulaimitian;Sulaimitian Arabic",,,,individual,living,liby1240,Afro-Asiatic,afro1255,false,EG;LY;NE,22.0032,15.0014
lbs,Libyan Sign Language,,,,,individual,living,liby1235,Sign Language,sign1238,false,LY,29.512,17.573
add,Lidzonka,Adere;Adiri;Arderi;Dzodinka;Dzodzinka,,,,individual,living,dzod1238,Atlantic-Congo,atla1278,false,CM;NG,6.89005,10.7633
lig,Ligbi,Banda;Dzowo;Huela;Hwela-Numu;Jogo;Ligwi;Namasa;Nigbi;Nigwi;Numu;Tsie;Tuba;Weela;Weila;Wiila,,,,individual,living,ligb1244,Mande,mand1469,false,CI;GH,7.94291,-2.56353
lgz,Ligenza,Digenja;Gendja;Gendza-Bali,,,,individual,living,lige1238,Atlantic-Congo,atla1278,false,CD,2.86168,22.4936
mgi,Lijili,Koro Lafia;Koro of Lafia;Ligili;Megili;Migili;Mijili,,,,individual,living,liji1238,Atlantic-Congo,atla1278,false,NG,8.52193,8.35562
lik,Lika,Kilika;Kpongo;Mabiti;Toriko,,,,individual,living,lika1243,Atlantic-Congo,atla1278,false,CD,2.13777,27.6088
lie,Likila,Balobo;Bangela,,,,individual,living,liki1240,Atlantic-Congo,atla1278,false,CD,1.75106,19.0222
kxx,Likuba,Kuba,,,,individual,living,liku1242,Atlantic-Congo,atla1278,false,CD;CG,-1.27931,16.4702
kwc,Likwala,Ekwala;Kwala;Likouala,,,,individual,living,likw1239,Atlantic-Congo,atla1278,false,CG,-0.48981,16.5967
bme,Limassa,Bamassa;Bomasa;Bomassa,,,,individual,living,lima1246,Atlantic-Congo,atla1278,false,CF,2.26808,16.1874
lmp,Limbum,Bojiin;Kambu;Limbom;Llimbumi;Ndzungle;Ndzungli;Njungene;Nsungali;Nsungli;Nsungni;Wimbum,,,,individual,living,limb1268,Atlantic-Congo,atla1278,false,CM;NG,6.58608,10.9802
lin,Lingala,Losengo;Ngala,ln,lin,lin,individual,living,ling1263,Atlantic-Congo,atla1278,false,CD;CF;CG,-4.409174,15.28532
pml,Lingua Franca,'Ajnabi;Aljamia;Ferenghi;Mediterranean Lingua Franca;Petit Mauresque;Sabir,,,,individual,extinct,ling1242,Pidgin,pidg1258,false,TN,33.8613,10.8531
loq,Lobala,Democratic Republic of the Congo,,,,individual,living,loba1239,Atlantic-Congo,atla1278,false,CD;CG,2.04881,18.3667
lob,Lobi,Lobiri;Miwa,,,,individual,living,lobi1245,Atlantic-Congo,atla1278,false,BF;CI;GH,9.96122,-3.336
lgq,Logba,Ghana,,,,individual,living,logb1245,Atlantic-Congo,atla1278,false,GH,6.92838,0.43068
lqr,Logir,,,,,individual,living,logi1239,Nilotic,nilo1247,false,SS,4.04948,33.0412
log,Logo,Logoti,,,,individual,living,logo1259,Central Sudanic,cent2225,false,CD;SS,3.32608,29.8866
lof,Logol,Lukha,,,,individual,living,logo1262,Heibanic,heib1242,false,SD,10.98053,31.12359
rag,Logooli,Llogole;Llugule;Lugooli;Lulogooli;Luragoli;Maragoli;Maragooli;Ragoli;Uluragooli,,,,individual,living,logo1258,Atlantic-Congo,atla1278,false,KE;TZ,0.09487,34.729
liu,Logorik,Liguri;Logori,,,,individual,living,logo1261,Dajuic,daju1249,false,SD,11.1739,29.8053
yaz,Lokaa,Loke;Loko;Luko;Yako;Yakurr;Yakö,,,,individual,living,loka1252,Atlantic-Congo,atla1278,false,NG,5.91483,8.0933
lok,Loko,Landogo,,,,individual,living,loko1255,Mande,mand1469,false,SL,9.11838,-12.1583
lky,Lokoya,Ellyria;Koyo;Loirya;Lokoiya;Lokoja;Loquia;Lowoi;Oirya;Owoi;Oxoriok;Oxoryok,,,,individual,living,loko1254,Nilotic,nilo1247,false,SS,4.64724,32.26247
llb,Lolo,Ilolo;Lolo-Moso;Loloish;Yi,,,,individual,living,lolo1261,Atlantic-Congo,atla1278,false,MW;MZ,-17.0232,35.9451
loi,Loma (Côte d'Ivoire),Loma;Loma (Cote d'Ivoire);Lomakka;Lomapo;Lomasse;Malinke,,,,individual,living,loma1258,Atlantic-Congo,atla1278,false,CI,9.40172,-3.47051
lom,Loma (Liberia),"""Bouze"";""Busy"";""Buzi"";Buzi;Loghoma;Logoma;Loma;Looma;Lorma;Toma",,,,individual,living,loma1260,Mande,mand1469,false,GN;LR,7.91585,-9.69906
lmi,Lombi,Lumbi;Odyalombito;Rombi;Rumli,,,,individual,living,lomb1254,Central Sudanic,cent2225,false,CD,0.26796,27.342
loo,Lombo,Olombo;Turumbu;Ulumbu,,,,individual,living,lomb1260,Atlantic-Congo,atla1278,false,CD,0.88267,24.6862
ngl,Lomwe,Acilowe;Alomwe;Chilowe;Cilowe;Elomwe;Ilomwe;Ingulu;Lomue;Mihavane;Mihavani;Mihawani;Ngulu;Nguru;Walomwe;Western Makua,,,,individual,living,lomw1241,Atlantic-Congo,atla1278,false,MW;MZ,-16.0381,37.2437
wok,Longto,Boko;Gobeyo;Longa;Longbo;Lonto;Voko;Woko,,,,individual,living,long1387,Atlantic-Congo,atla1278,false,CM,8.33313,13.0568
lnu,Longuda,Group 10;Languda;Longura;Nunguda;Nungura;Nunguraba,,,,individual,living,long1389,Atlantic-Congo,atla1278,false,NG,9.75787,11.8378
lnz,Lonzo,Democratic Republic of the Congo,,,,individual,living,lonz1238,Atlantic-Congo,atla1278,false,CD,-4.61444,16.7259
ldo,Loo,Lo;Loh;Shungo;Shunhu,,,,individual,living,looo1238,Atlantic-Congo,atla1278,false,NG,9.4066,11.0511
lop,Lopa,Djiri;Kirikjir;Lopawa;Lupa,,,,individual,living,lopa1238,Atlantic-Congo,atla1278,false,NG,10.3756,4.67396
lpx,Lopit,Lafiit;Lafit;Lafite;Lofit;Lopid;Loppit,,,,individual,living,lopi1242,Nilotic,nilo1247,false,SS,4.6986,32.7534
nsb,Lower Nossob,,,,,individual,extinct,lowe1407,Tuu,tuuu1241,false,ZA,-25.54522,20.588827
loz,Lozi,Kololo;Rotse;Rotvi;Rozi;Rutse;Silozi;Tozvi,,loz,loz,individual,living,lozi1239,Atlantic-Congo,atla1278,false,BW;NA;ZM;ZW,-17.7052,24.7398
lub,Luba-Katanga,Kiluba;Luba;Luba Shaba;Luba-Shaba,lu,lub,lub,individual,living,luba1250,Atlantic-Congo,atla1278,false,CD,-8.2816,25.8918
lua,Luba-Lulua,Bena-Lulua;CiLuba;CiLuba (L 31a);Luba-Kasai;Luva;Tshiluba;Western Luba,,lua,lua,individual,living,luba1249,Atlantic-Congo,atla1278,false,AO;CD,-5.72717,22.4422
kcc,Lubila,Kabila;Kabire;Lubilo;Ofor;Ojor,,,,individual,living,lubi1238,Atlantic-Congo,atla1278,false,NG,5.46011,8.29204
lch,Luchazi,Chiluchazi;Cujazi;Lucazi;Lujash;Lujasi;Lujazi;Lutchaz;Lutshase;Luxage;Ponda,,,,individual,living,luch1239,Atlantic-Congo,atla1278,false,AO;NA;ZM,-14.0648,22.2437
ldq,Lufu,Nigeria,,,,individual,living,lufu1237,Atlantic-Congo,atla1278,false,NG,7.25555,10.9499
lgg,Lugbara,High Lugbara;Logbara;Western,,,,individual,living,lugb1240,Central Sudanic,cent2225,false,CD;UG,3.02245,30.8642
ruf,Luguru,Guru;Ikiruguru;Kiluguru;Kiruguru;Lugulu;Ruguru,,,,individual,living,lugu1238,Atlantic-Congo,atla1278,false,TZ,-6.86828,37.5557
lum,Luimbi,Chiluimbi;Luimbe;Lwimbe;Lwimbi,,,,individual,living,luim1238,Atlantic-Congo,atla1278,false,AO,-11.2221,17.5385
dop,Lukpa,Dompago;Legba;Logba;Lokpa;Lugba,,,,individual,living,lukp1238,Atlantic-Congo,atla1278,false,BJ;TG,9.51949,1.66954
lup,Lumbu,Baloumbou;Ilumbu,,,,individual,living,lumb1249,Atlantic-Congo,atla1278,false,CG;GA,-3.37917,11.124
lmd,Lumun,Kuku-Lumun;Lomon;Lomón,,,,individual,living,lumu1239,Narrow Talodi,narr1279,false,SD,10.8308,30.253
luj,Luna,Inkongo;Kuba;Northern Luba,,,,individual,living,luna1244,Atlantic-Congo,atla1278,false,CD,-5.08693,23.5426
lun,Lunda,Chilunda;Lunda-Ndembu;Ruund,,lun,lun,individual,living,lund1266,Atlantic-Congo,atla1278,false,AO;CD;ZM,-11.1793,23.8662
luw,Luo (Cameroon),Cameroon;Luo,,,,individual,living,luoc1235,Atlantic-Congo,atla1278,false,CM,5.9072,9.91259
luo,Luo (Kenya and Tanzania),Dholuo;Kavirondo;Kavirondo Luo;Luo;Luo-Kavirondo;Nilotic Kavirondo,,luo,luo,individual,living,luok1236,Nilotic,nilo1247,false,KE;TZ,-0.93296,34.4896
ldd,Luri,Lur;Lurí;Lúr,,,,individual,living,luri1256,Afro-Asiatic,afro1255,false,NG,10.059,9.59745
lse,Lusengo,Losengo,,,,individual,living,luse1252,Atlantic-Congo,atla1278,false,CD,0.16988,18.3991
ndy,Lutos,Ruto,,,,individual,living,luto1241,Central Sudanic,cent2225,false,CF;TD,8.52074,19.0071
lue,Luvale,Chiluvale;Lovale;Lubale;Luena;Lwena;Lwena (Luvale),,,,individual,living,luva1239,Atlantic-Congo,atla1278,false,AO;ZM,-13.5382,22.2924
lwo,Luwo,Dhe Luwo;Dhe Lwo;Giur;Jo Lwo;Jur;Jur Luo;Jur Luwo;Jur Lwo;Lwo,,,,individual,living,luwo1239,Nilotic,nilo1247,false,SS,7.35089,28.1378
lyn,Luyana,Esiluyana;Louyi;Luana;Luano;Lui;Luyi;Rouyi,,,,individual,living,luya1241,Atlantic-Congo,atla1278,false,AO;NA;ZM,-15.01,22.67
luy,Luyia,Bukusu;East Nyala;Idakho-Isukha-Tiriki;Kabras;Khayo;Kisa;Logooli;Marachi;Marama;Nyore;Oluluyia;Saamia;Tachoni;Tsotso;Wanga,,,,macrolanguage,living,,Atlantic-Congo,,false,KE;TZ;UG,,
lwa,Lwalu,Democratic Republic of the Congo,,,,individual,living,lwal1238,Atlantic-Congo,atla1278,false,AO;CD,-7.16388,22.1097
lvl,Lwel,,,,,individual,living,lwel1234,Atlantic-Congo,atla1278,false,CD,-4.38475,20.6314
lee,Lyélé,Lele;Lyele,,,,individual,living,lyel1241,Atlantic-Congo,atla1278,false,BF,12.4305,-2.59229
bwj,Láá Láá Bwamu,"Bwamu, Láá Láá;Kàdenbà;Laa Laa Bwamu;Yere",,,,individual,living,laal1241,Atlantic-Congo,atla1278,false,BF,11.6524,-3.17735
msj,Ma (Democratic Republic of Congo),Amadi;Ma;Madi;Madyo,,,,individual,living,made1252,Atlantic-Congo,atla1278,false,CD,3.69351,26.9939
mhi,Ma'di,Ma'adi;Ma'diti;Madi,,,,individual,living,madi1260,Central Sudanic,cent2225,false,SS;UG,3.62499,31.8471
mew,Maaka,Maga;Magha;Maha;Maka,,,,individual,living,maak1236,Afro-Asiatic,afro1255,false,NG,11.5007,11.9035
ffm,Maasina Fulfulde,"Ful (East Maasina), Ful (West Maasina);Fula;Fulah-Idiome;Fulani;Fulbe;Fulfulde (Maasina);Fulfulde, Maasina;Maacina;Macina;Peul",,,,individual,living,maas1239,Atlantic-Congo,atla1278,false,BF;CI;GH;ML;MR;NE,11.1324,-3.64763
ymm,Maay,Af-Maay;Af-Maay Tiri;Af-May;Af-Maymay;Rahanween;Rahanweyn,,,,individual,living,maay1238,Afro-Asiatic,afro1255,false,ET;KE;SO,3.22288,43.6182
mde,Maba (Chad),Borgu;Bura Mabang;Bura-Mabang;Kana Mabang;Maba;Mabaa;Mabak;Mabang;Ouaddai;Ouaddaien;Wadai;Waddayen,,,,individual,living,maba1277,Maban,maba1274,false,TD,12.89147,20.8889
mmz,Mabaale,Lomabaale;Mabale;Mbali,,,,individual,living,maba1270,Atlantic-Congo,atla1278,false,CD,2.11942,20.8759
mfz,Mabaan,Barga;Gura;Maaban;Maban;Meban;Southern Burun;Süd-Burun;Tonko;Tungan;Ulu,,,,individual,living,maba1273,Nilotic,nilo1247,false,SD;SS,9.81455,33.5404
muj,Mabire,Mabiri,,,,individual,living,mabi1242,Afro-Asiatic,afro1255,false,TD,11.698,18.6282
jmc,Machame,Chaga;Chagga;Kimashami;Machambe,,,,individual,living,mach1266,Atlantic-Congo,atla1278,false,TZ,-3.29385,37.0703
mvw,Machinga,Tanzania,,,,individual,living,mach1265,Atlantic-Congo,atla1278,false,TZ,-9.37101,39.4268
mxu,Mada (Cameroon),Ma'da;Mada;Mada (Chadic);Mada (in Cameroon),,,,individual,living,mada1293,Afro-Asiatic,afro1255,false,CM,10.8806,14.1142
mda,Mada (Nigeria),Mada;Mada (in Nigeria);Madda;Yidda,,,,individual,living,mada1282,Atlantic-Congo,atla1278,false,NG,9.02294,8.34119
mzc,Madagascar Sign Language,,,,,individual,living,mada1271,Sign Language,sign1238,false,MG,-19.04,46.87
maf,Mafa,"""Matakam"";Bula;Bulahai;Matakam;Mofa;Natakan",,,,individual,living,mafa1239,Afro-Asiatic,afro1255,false,CM;NG,10.943,13.8181
gmx,Magoma,Kimagoma;Kinga,,,,individual,living,mago1246,Atlantic-Congo,atla1278,false,TZ,-9.23498,33.9826
mhb,Mahongwe,Mahongüe,,,,individual,living,maho1248,Atlantic-Congo,atla1278,false,CG;GA,0.64356,14.0472
mxx,Mahou,Mahu;Maou;Mau;Mau(ka);Mauka;Mauke;Mawukakan,,,,individual,living,maho1249,Mande,mand1469,false,CI;GN,8.3548,-7.57109
cwb,Maindo,Chwambo,,,,individual,living,main1272,Atlantic-Congo,atla1278,false,MZ,-18.3143,36.5941
mpe,Majang,Ajo;Ato Majang;Ato Majanger-Onk;Majanjiro;Masango;Masongo;Mesengo;Ojanjur;Tama,,,,individual,living,maja1242,Surmic,surm1244,false,ET,7.71,34.97
xmj,Majera,Da'a;Daa;Mayera;Mazera;Mida'a;Midah,,,,individual,living,maje1243,Afro-Asiatic,afro1255,false,CM;TD,11.1433,15.044
pbl,Mak (Nigeria),Leemak;Lemak;Mak;Panya;Panyam;Zo,,,,individual,living,makn1235,Atlantic-Congo,atla1278,false,NG,9.37299,11.1337
mcp,Makaa,Meka;Mekaa;Nyaana;South Makaa;South Mekaa;Toma,,,,individual,living,maka1304,Atlantic-Congo,atla1278,false,CM,4.15471,13.0789
vmw,Makhuwa,Central Makhuwa;Emakhuwa;Emakua;Macua;Makhuwa-Makhuwana;Makhuwwa of Nampula;Makoane;Makua;Maquoua,,,,individual,living,makh1264,Atlantic-Congo,atla1278,false,MZ,-14.8509,38.8052
xmc,Makhuwa-Marrevone,Coastal Makhuwa;Emaka;Maca;Maka;Marevone;Marrevone;South Maca,,,,individual,living,makh1262,Atlantic-Congo,atla1278,false,MZ,-16.9394,39.1203
mgh,Makhuwa-Meetto,Emeto;Imakua;Imeetto;Kimakua;Makhua;Makoa;Makua;Makuwa;Maquoua;Mato;Medo;Meetto;Meto;Metto;Mêto,,,,individual,living,makh1261,Atlantic-Congo,atla1278,false,MZ;TZ,-11.9553,38.6874
mhm,Makhuwa-Moniga,Emakhuwa-Emoniga;Emoniga;Moniga,,,,individual,living,makh1265,Atlantic-Congo,atla1278,false,MZ,-17.294,38.093
xsq,Makhuwa-Saka,Esaaka;Isaanga;Ishanga;Saaka;Saanga;Saka;Sanga,,,,individual,living,makh1266,Atlantic-Congo,atla1278,false,MZ,-13.6443,39.5323
vmk,Makhuwa-Shirima,Chirima;Eshirima;Makhuwa-Exirima;Makhuwa-Niassa;Makhuwa-Xirima;Shirima;West Makua;Xirima,,,,individual,living,makh1260,Atlantic-Congo,atla1278,false,MW;MZ,-14.251,36.5249
kde,Makonde,Chimakonde;Chinimakonde;Cimakonde;Konde;Maconde;Makonda;Matambwe;Mawiha;Shimakonde,,,,individual,living,mako1251,Atlantic-Congo,atla1278,false,MZ;TZ,-10.9906,39.5133
ymk,Makwe,Kimakwe;Macue;Maraba;Palma,,,,individual,living,makw1236,Atlantic-Congo,atla1278,false,MZ;TZ,-10.4673,40.0274
ruy,Mala (Nigeria),Amala;Mala;Rumaiya;Rumaya;Tumala,,,,individual,living,mala1471,Unattested,unat1236,false,NG,10.5776,8.09838
mlg,Malagasy,Antankarana Malagasy;Bara Malagasy;Masikoro Malagasy;Northern Betsimisaraka Malagasy;Plateau Malagasy;Sakalava Malagasy;Southern Betsimisaraka Malagasy;Tandroy-Mahafaly Malagasy;Tanosy Malagasy;Tesaka Malagasy;Tsimihety Malagasy,mg,mlg,mlg,macrolanguage,living,,Austronesian,,false,MG,,
lon,Malawi Lomwe,"Anguru;Lomwe, Malawi;Nguru",,,,individual,living,mala1256,Atlantic-Congo,atla1278,false,MW;MZ,-15.56729,35.43347
swk,Malawi Sena,"Chisena;Cisena;Sena, Malawi",,,,individual,living,mala1475,Atlantic-Congo,atla1278,false,MW;MZ,-16.6183,34.991
lws,Malawian Sign Language,,,,,individual,living,mala1549,Sign Language,sign1238,false,MW,,
bfo,Malba Birifor,"Birifo;Birifor, Malba;Malba-Birifor;Northern Birifor",,,,individual,living,malb1235,Atlantic-Congo,atla1278,false,BF;CI;GH,9.78465,-2.90623
mdy,Male,Maale;Maalé;Male (Ethiopia);Male (Omotic);Malé,,,,individual,living,male1284,Ta-Ne-Omotic,gong1255,false,ET,5.91975,36.9892
mxf,Malgbe,Goulfei;Goulfey;Gulfe;Gulfei;Kotoko-Gulfei;Malbe;Malgwe;Mandage;Ngwalkwe;Sanbalbe,,,,individual,living,malg1250,Afro-Asiatic,afro1255,false,CM;TD,12.5342,14.8475
mgq,Malila,Ishimalilia;Kimalila;Malilia;Shimalilia,,,,individual,living,mali1279,Atlantic-Congo,atla1278,false,TZ,-9.16619,33.339
mzd,Malimba,Lemba;Limba;Mudima;Mulimba,,,,individual,living,mali1280,Atlantic-Congo,atla1278,false,CM,3.67696,9.67186
mma,Mama,Kantana;Kwarra,,,,individual,living,mama1272,Atlantic-Congo,atla1278,false,NG,8.8062,8.78601
myk,Mamara Senoufo,"Mamara;Mianka;Minianka;Miniyanka;Minya;Minyanka;Senoufo, Mamara;Tupiire",,,,individual,living,mama1271,Atlantic-Congo,atla1278,false,BF;ML,12.4871,-5.28245
mcs,Mambai,Mambay;Mamgbay;Mamgbei;Manbai;Mangbai;Mangbaï de Biparé;Mangbei;Momboi;Mongbay,,,,individual,living,mamb1294,Atlantic-Congo,atla1278,false,CM;TD,9.6121,14.0013
mgr,Mambwe-Lungu,Cimambwe;Mambwe,,,,individual,living,mamb1296,Atlantic-Congo,atla1278,false,TZ;ZM,-8.86817,31.2269
maw,Mampruli,Mampelle;Mamprule;Mamprusi;Mamprussi;Manpelle;Ngmamperli;Ŋmampəlli,,,,individual,living,mamp1244,Atlantic-Congo,atla1278,false,GH;TG,10.3884,-0.74675
mdi,Mamvu,Tengo,,,,individual,living,mamv1243,Central Sudanic,cent2225,false,CD,2.68167,28.9862
mgs,Manda (Tanzania),Kimanda;Kinyasa;Manda;Nyasa,,,,individual,living,mand1423,Atlantic-Congo,atla1278,false,MW;TZ,-10.3991,34.7424
mqu,Mandari,Chir;Kir;Mondari;Mundari;Shir,,,,individual,living,mand1425,Nilotic,nilo1247,false,SS,5.83656,31.2327
man,Mandingo,Eastern Maninkakan;Kita Maninkakan;Konyanka Maninka;Manding;Mandinka;Sankaran Maninka;Western Maninkakan,,man,man,macrolanguage,living,,Mande,,false,CI;GM;GN;GW;LR;ML;MR;SL;SN,,
mnk,Mandinka,Gambian Mandinka;Mande;Manding;Mandinga;Mandingo;Mandingue;Mandinka (Gambian);Mandinque;Mandé;Socé,,,,individual,living,mand1436,Mande,mand1469,false,GM;GN;GW;SN,12.8165233333,-15.6539466667
mfv,Mandjak,Kanyop;Kenyop;Majak;Mandjaque;Mandyak;Manjaca;Manjack;Manjaco;Manjaku;Manjanku;Manjiak;Manyako;Mendyako;Ndjak;Ndyak;Sarar;Schadal,,,,individual,living,mand1419,Atlantic-Congo,atla1278,false,GM;GW;SN,12.829,-15.9217
kby,Manga Kanuri,"Bornu;Kanembu;Kanouri;Kanoury;Kanuri;Kanuri, Manga;Manga",,,,individual,living,mang1399,Saharan,saha1256,false,NE;NG,13.557,10.701
zns,Mangas,Nigeria,,,,individual,living,mang1416,Afro-Asiatic,afro1255,false,NG,10.0839,9.76103
myj,Mangayat,Bug;Buga;Mangaya;Mongaiyat,,,,individual,living,mang1387,Atlantic-Congo,atla1278,false,SS,8.38023,25.9024
mdj,Mangbetu,Amangbetu;Kingbetu;Mambetto;Mangbettu;Nemangbetu,,,,individual,living,mang1394,Central Sudanic,cent2225,false,CD,2.5511,27.0712
mdk,Mangbutu,Mangu-Ngutu;Mombuttu;Wambutu,,,,individual,living,mang1396,Central Sudanic,cent2225,false,CD,2.74779,29.7358
mge,Mango,Doba;Matepi;Mbay Doba;Mongo,,,,individual,living,mang1398,Central Sudanic,cent2225,false,TD,8.75884,16.9082
